Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.250000e-01,153,"0.168759",7.88
2,6.250000e-02,561,"0.194648",8.00
3,3.125000e-02,2145,"0.232011",8.00
4,1.562500e-02,8385,"0.254749",8.00
5,7.812500e-03,33153,"0.267358",8.00
6,3.906250e-03,131841,"0.276286",8.00
