Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.895522e-01,807,"0.183073",8.12
2,9.477608e-02,3133,"0.228013",9.00
3,4.738804e-02,12345,"0.275476",9.00
4,2.369402e-02,49009,"0.298226",9.00
5,1.184701e-02,195297,"0.314474",9.00
6,5.923505e-03,779713,"0.326404",9.00
