Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,545,"0.616213",19.00
2,2.500000e-01,3681,"0.724674",23.88
3,1.250000e-01,26945,"0.771213",27.00
4,6.250000e-02,205953,"0.794759",28.00
5,3.125000e-02,1609985,"0.810785",29.00
