Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,545,"0.370789",13.50
2,2.500000e-01,3681,"0.533903",15.75
3,1.250000e-01,26945,"0.600793",17.00
4,6.250000e-02,205953,"0.637707",18.00
5,3.125000e-02,1609985,"0.662822",18.00
