Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,5.000000e-01,365,"0.446513",10.00
2,2.500000e-01,2457,"0.450643",10.00
3,1.250000e-01,17969,"0.454263",11.00
4,6.250000e-02,137313,"0.461248",11.00
5,3.125000e-02,1073345,"0.465884",11.00
