Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.535534e-01,165,"0.255478",8.75
2,1.767767e-01,969,"0.374828",10.00
3,8.838835e-02,6545,"0.417864",10.00
4,4.419417e-02,47905,"0.442838",11.00
5,2.209709e-02,366145,"0.460578",11.00
