Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.495089e-01,297,"0.180197",8.25
2,7.475447e-02,1105,"0.196976",9.00
3,3.737724e-02,4257,"0.223776",9.00
4,1.868862e-02,16705,"0.243947",9.00
5,9.344309e-03,66177,"0.252946",9.00
6,4.672154e-03,263425,"0.255129",9.00
