Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.895522e-01,1187,"0.284343",9.00
2,9.477608e-02,4653,"0.343034",9.00
3,4.738804e-02,18425,"0.370087",9.75
4,2.369402e-02,73329,"0.406946",10.00
5,1.184701e-02,292577,"0.427508",10.00
6,5.923505e-03,1168833,"0.436788",10.00
