Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.495089e-01,425,"0.245201",8.50
2,7.475447e-02,1617,"0.31425",9.12
3,3.737724e-02,6305,"0.359647",10.00
4,1.868862e-02,24897,"0.393996",10.00
5,9.344309e-03,98945,"0.409056",10.00
6,4.672154e-03,394497,"0.418616",10.00
