Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,9.961539e-02,3547,"1 1 0.295142",8.00
2,4.980769e-02,13959,"1 1 0.347412",9.00
3,2.490385e-02,55375,"1 1 0.368137",9.00
4,1.245192e-02,220575,"1 1 0.385396",9.00
5,6.225962e-03,880447,"1 1 0.397347",9.00
6,3.112981e-03,3518079,"1 1 0.406397",9.00
