Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.987527e-01,249,"0.160052",11.88
2,9.937634e-02,945,"0.184462",12.75
3,4.968817e-02,3681,"0.213584",13.00
4,2.484408e-02,14529,"0.236709",13.00
5,1.242204e-02,57729,"0.255017",14.00
6,6.211021e-03,230145,"0.267751",14.00
