Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.495089e-01,297,"0.167723",12.88
2,7.475447e-02,1105,"0.196126",14.00
3,3.737724e-02,4257,"0.224325",15.00
4,1.868862e-02,16705,"0.244948",15.00
5,9.344309e-03,66177,"0.261924",15.00
6,4.672154e-03,263425,"0.271557",15.00
