Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,1.581139e+00,1505,"1 0.432817",22.38
2,7.905694e-01,10689,"1 0.43976",26.12
3,3.952847e-01,80257,"1 0.44463",28.88
4,1.976424e-01,621313,"1 0.449403",30.12
5,9.882118e-02,4888065,"1 0.450476",31.00
