Refinements,mesh-width,DOFs,SpectralRadii,AvgIters
1,3.075681e-01,939,"0.430222",16.38
2,1.537841e-01,6341,"0.464452",19.75
3,7.689203e-02,46409,"0.465182",21.12
4,3.844601e-02,354705,"0.465519",22.25
5,1.922301e-02,2772769,"0.465596",23.00
